뉴스 제목,뉴스 링크,언론사,날짜
[이구동성] 말로만 듣던 부산 지스타 풀코스,https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1688796,게임메카,2022-11-18
'#사랑했었다' 남기고 '머스크의 트위터' 떠나는 직원들,https://www.pressian.com/pages/articles/2022111817215297384?utm_source=naver&utm_medium=search,프레시안언론사 선정,2022-11-18
"[초점] ""가상화폐, 규제보다 균형있는 입법 통해 신뢰 쌓아야""",http://www.g-enews.com/ko-kr/news/article/news_all/202211181650318471c4c55f9b3d_1/article.html,글로벌이코노믹,2022-11-18
코웨이 '코디' 임단협 잠정합의…열악한 렌털 방문점검원 처우 살펴보니,http://www.bizhankook.com/article/24759,비즈한국,2022-11-18
"시놀로지, 소기업 및 홈 오피스 데이터 관리를 위한 DS923+ 출시",http://www.boannews.com/media/view.asp?idx=111740&kind=3,보안뉴스,2022-11-18
"""중요한 것은 장소가 아닌 사람"" 원격근무와 클라우드가 일깨운 네트워크 교훈",https://www.itworld.co.kr/news/265396,ITWorld,2022-11-18
"우경정보기술, 수술실 CCTV 영상정보보안 시장 진출",http://www.boannews.com/media/view.asp?idx=111741&kind=3,보안뉴스,2022-11-18
"코보시스의 무인운영 시스템 ‘와우플’, 빅스페이스 및 토즈밋 연이어 도입",http://www.beyondpost.co.kr/view.php?ud=202211181625268002992c130dbe_30,비욘드포스트,2022-11-18
"'환승연애2' 이나연, SNS 해킹 당했다...""피해 보는 일 없길""",http://www.slist.kr/news/articleView.html?idxno=402256,싱글리스트,2022-11-18
"'환연2' 이나연, SNS 해킹 피해 ""정신차리고 찾고 말겠어요""",https://www.spotvnews.co.kr/news/articleView.html?idxno=564720,스포티비뉴스,2022-11-18
전세계서 많이 사용되는 비밀번호에 'samsung'이 나타났다,"http://www.edaily.co.kr/news/newspath.asp?newsid=02748646632527032&snapkey=80365,삼성,보안,나이키,아디다스,#비밀번호,기아,노드패스,암호",이데일리언론사 선정,2022-11-18
"“'29층 배달 취소 사건', 계단 오른 여성 라이더입니다. 제 생각을 밝히겠습...",https://www.wikitree.co.kr/articles/807720,위키트리,2022-11-18
블로그ㅣ‘해묵은 앱’을 정리해야 하는 이유,https://www.ciokorea.com/news/265378,CIO Korea,2022-11-18
공동주택 외부회계감사 적정의견과 위반 사례 [배진호의 아파트 회계 및 세무...,http://www.hapt.co.kr/news/articleView.html?idxno=157167,한국아파트신문,2022-11-18
"케이뱅크, 모바일앱 장애… 업비트 ""이용자 손실 증명 시 보상""",http://moneys.mt.co.kr/news/mwView.php?no=2022111813393363489,머니S언론사 선정,2022-11-18
계정 도용해 교내 온라인 시스템서 개인정보 훔쳐본 대학생들 입건,https://www.nocutnews.co.kr/news/5851531,노컷뉴스,2022-11-18
갑자기 사라진 '환승연애2' 이나연 인스타…남희두가 급히 전한 소식,https://www.wikitree.co.kr/articles/807701,위키트리,2022-11-18
소기업 및 홈 오피스 데이터 관리를 위한 Synology DiskStation DS923+ 출시,http://kbench.com/?q=node/239046,케이벤치,2022-11-18
"핀테크 기업 'Z수트 테크', 150억 규모 시리즈A 투자 유치",https://www.theguru.co.kr/news/article.html?no=45388,더구루,2022-11-18
"중국, 갑작스런 주식시장 활황에 채권시장 '흔들'",http://www.naeil.com/news_view/?id_art=442216,내일신문,2022-11-18
"업비트 ""케이뱅크 장애 피해 이용자, 손실 증명 시 적극 보상""",http://www.newsis.com/view/?id=NISX20221118_0002091614&cID=15001&pID=15000,뉴시스,2022-11-18
"엔론 청산인도 경악한 FTX ""최악의 기업 통제 실패""",https://hankookilbo.com/News/Read/A2022111808420005089?did=NA,한국일보,2022-11-18
팬데믹 후유증? 중국 사회적 문제 떠오른 ‘인강 폭파’ 어떻기에…,https://ilyo.co.kr/?ac=article_view&entry_id=440943,일요신문,2022-11-18
카카오엔터 경쟁사 아이돌 '역바이럴' 의혹…공정위 현장조사,http://www.sisajournal.com/news/articleView.html?idxno=250781,시사저널언론사 선정,2022-11-18
"중국, 채권 급락에 대형은행 유동성 위기 챙긴다",http://www.g-enews.com/ko-kr/news/article/news_all/202211171950549229def07940f_1/article.html,글로벌이코노믹,2022-11-18
"바이낸스 ""FTX 실사 2시간 만에 손쓸 수 없는 상황 파악""",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202211180070&t=NN,한국경제TV언론사 선정,2022-11-18
"[유통가 레이더] ""MZ, 두꺼비가 되다""... 하이트진로, 진로 신규 TV 광고 공개...",http://www.greened.kr/news/articleView.html?idxno=298957,녹색경제신문,2022-11-18
8시간 만에 업비트 입출금 재개...FTX 트라우마에 이용자 깜짝,http://www.edaily.co.kr/news/newspath.asp?newsid=01685926632527032,이데일리언론사 선정,2022-11-18
"‘환연2’ 이나연, SNS 해킹 피해 “피해 보시는 일 없길”",https://www.mk.co.kr/article/10536262,매일경제,2022-11-18
"미래에셋금융서비스 인도, 주식 담보 대출 서비스 시작",https://www.theguru.co.kr/news/article.html?no=45360,더구루,2022-11-18
일감 몰아주기 증여세 규정 적용시기…'수혜법인 해당 사업연도 종료일',http://www.intn.co.kr/news/articleView.html?idxno=2025813,일간NTN,2022-11-18
금리상승에 한 풀 꺾인 생명보험사 성장세,https://view.asiae.co.kr/article/2022111808575333426,아시아경제,2022-11-18
"'경쟁 아이돌 역바이럴?' 공정위, 카카오엔터 조사",http://www.sportsq.co.kr/news/articleView.html?idxno=446144,스포츠Q,2022-11-18
20년 차 방송작가의 100% 리얼 제주 정착기,http://ch.yes24.com/Article/View/52131,채널예스,2022-11-18
"[카카오 현물출자 숨은 의도] 카카오, 회계적 위험요소 제거",https://www.topdaily.kr/articles/92200,톱데일리,2022-11-18
"""비번 바꾸세요""…네이버 블로그 해킹 '수억' 꿀꺽한 일당",https://www.sedaily.com/NewsView/26DOABDG3X,서울경제언론사 선정,2022-11-18
‘해킹 안내라더니 개인정보 빼돌려’…네이버 “진짜 메일은 이렇습니다”,http://www.newsis.com/view/?id=NISX20221116_0002089050&cID=13111&pID=13100,뉴시스언론사 선정,2022-11-18
목재가 약하다고? 성능·환경 다 잡은 ‘고기능 건축 자재’,https://www.khan.co.kr/local/Seoul/article/202211172135025,경향신문,2022-11-17
"공정위, 경쟁사 아이돌 비방 의혹 조사 … 카카오 “사실 아냐”",https://view.asiae.co.kr/article/2022111717323233470,아시아경제,2022-11-17
"경쟁사 아이돌 깎아내렸나…공정위, 카카오엔터 조사 착수",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12100970,JTBC언론사 선정,2022-11-17
다가오는 교회 결산 시기…건전한 재정 위한 해법은?,https://www.goodnews1.com/news/articleView.html?idxno=413810,데일리굿뉴스,2022-11-17
"[IT이슈] 알바몬, ‘알바의 포텐을 리스펙트’ 신규 TV광고 온에어 外",http://www.lawissue.co.kr/view.php?ud=202211171951466124204ead0791_12,로이슈,2022-11-17
FTX 후폭풍…지급불능사태 번지나,http://www.ggilbo.com/news/articleView.html?idxno=945931,금강일보,2022-11-17
카카오엔터 측 “역바이럴 절대 아냐‧…관리 미흡은 책임 통감” [종합],http://www.celuvmedia.com/article.php?aid=1668678786440845006,셀럽미디어,2022-11-17
"카카오엔터, 공정위 조사받아…타 아이돌 역바이럴 의혹엔 ""절대 아니다""",https://www.nocutnews.co.kr/news/5851221,노컷뉴스,2022-11-17
"공정위, '경쟁사 아이돌 비방 의혹' 카카오엔터 현장조사",http://www.nbntv.kr/news/articleView.html?idxno=64796,NBNTV,2022-11-17
"[이슈대담] 한전, 영업손실 20조 원 초과, 돌파구는?",http://www.nbntv.kr/news/articleView.html?idxno=64794,NBNTV,2022-11-17
[사실은 이렇습니다] 연말 퇴직연금시장 등 자금시장 면밀 모니터링 중…필요...,https://www.korea.kr/news/actuallyView.do?newsId=148908447&call_from=naver_news,대한민국 정책브리핑,2022-11-17
'특금법 사각' 코인마켓거래소…31곳 중 FIU 검사받은 곳 '0',https://www.sedaily.com/NewsView/26DNU1B2Y1,서울경제,2022-11-17
"카카오엔터 ""역바이럴 사실무근, 페이지 운영 미숙은 인정""",http://www.tvdaily.co.kr/read.php3?aid=16686724931660324010,티브이데일리,2022-11-17
카카오엔터 “역바이럴? 전혀 사실 아니야”,https://sports.donga.com/article/all/20221117/116531919/1,스포츠동아,2022-11-17
"팔로알토네트웍스, PAN-OS 11.0 및 차세대 방화벽 신제품 출시",http://www.itdaily.kr/news/articleView.html?idxno=211240,아이티데일리,2022-11-17
[자막뉴스] 산소호흡기까지 사놔야...폭동 일어난 심각한 중국 상황,https://www.ytn.co.kr/_ln/0134_202211171700443162,YTN,2022-11-17
FTX 파산과 엔론 사태의 공통점,https://www.chosun.com/economy/2022/11/17/2S3UNV3DRJFDZLVWHMU2C7PU44/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2022-11-17
"아마존의 백업 기능 잘못 사용한 사용자들, 개인 식별 정보 대규모로 노출",http://www.boannews.com/media/view.asp?idx=111703&kind=,보안뉴스,2022-11-17
"카카오엔터, '역바이럴 의혹' 선 긋기에도 커지는 비난 [ST이슈]",http://www.stoo.com/article.php?aid=83891211598,스포츠투데이,2022-11-17
부모·가족도 못 보는 사망자 스마트폰…유산관리자 기능 '유명무실',http://www.upinews.kr/newsView/upi202211170068,UPI뉴스,2022-11-17
"[에너지탄소포럼]""국내 탄소배출권 시장, 주먹구구식 운영으로 왜곡 심각""",http://www.seoulfn.com/news/articleView.html?idxno=472571,서울파이낸스,2022-11-17
"공정위, '경쟁사 아이돌 비방' 의혹 카카오엔터 조사",http://www.kdfnews.com/news/articleView.html?idxno=100147,한국면세뉴스,2022-11-17
[맛있는 뉴스 한상] 돌봄에도 자격이 필요하다,http://www.nongmin.com/article/ar_detail.htm?seq_id=366814,농민신문언론사 선정,2022-11-17
철근콘크리트보다 ‘목재’로? “친환경인데 기능도 뛰어난 고성능 자재”,https://www.khan.co.kr/economy/real_estate/article/202211171550011,경향신문,2022-11-17
"사단법인 잊혀질권리연구포럼, 디지털 플랫폼 피해사례 개선 위한 간담회 개최",https://www.gukjenews.com/news/articleView.html?idxno=2594949,국제뉴스,2022-11-17
"임기 만료 다가오는 대한항공 우기홍·이수근, 연임 가능성은?",http://www.mediapen.com/news/view/770981,미디어펜,2022-11-17
"경쟁사 아이돌 비방 의혹…카카오 겨눈 공정위, 또 현장조사",https://www.ddaily.co.kr/news/article.html?no=251386,디지털데일리,2022-11-17
"팔로알토 네트웍스, 제로데이 공격 대응 위한 PAN-OS 11.0 및 차세대 방화벽 ...",https://www.itworld.co.kr/news/265180,ITWorld,2022-11-17
"팔로알토 네트웍스, 제로데이 공격 대응 위한 PAN-OS 11.0 및 차세대 방화벽 ...",https://www.ciokorea.com/news/265186,CIO Korea,2022-11-17
[책읽아웃] 요즘 것들이 기꺼이 중독된 세계,http://ch.yes24.com/Article/View/52106,채널예스,2022-11-17
[디지털 세상 읽기] 트위터의 시한폭탄,https://news.koreadaily.com/2022/11/16/society/opinion/20221116212341821.html,미주중앙일보,2022-11-17
"경쟁사 아이돌 비방 의혹… 공정위, 카카오엔터 현장조사",http://www.segye.com/content/html/2022/11/17/20221117511220.html?OutUrl=naver,세계일보,2022-11-17
"경쟁사 아이돌 비방 의혹…공정위, 카카오엔터 현장 조사",https://news.sbs.co.kr/news/endPage.do?news_id=N1006974563&plink=ORI&cooper=NAVER,SBS,2022-11-17
"'봉사점수'로 간호대생 동원?…사회복지협 ""세부 활동 명시하라""",http://www.docdocdoc.co.kr/news/articleView.html?idxno=2029401,청년의사,2022-11-17
"[크립토이슈] FTX 사태 심층 분석, 바이낸스는 크립토판 구원투수가 맞을까?",http://www.nbntv.kr/news/articleView.html?idxno=64771,NBNTV,2022-11-17
[이슈체크] FTX發 줄파산 공포…가상자산 ‘육성→규제’로 바뀌나,https://www.tfmedia.co.kr/news/article.html?no=135239,조세금융신문,2022-11-17
"카카오엔터 측, ""아이돌 연구소, 역바이럴? 전혀 사실 NO"" 반박",http://www.topstarnews.net/news/articleView.html?idxno=14781598,톱스타뉴스,2022-11-17
"옥토버스 보고서, 깃허브 프로젝트 프로그래밍 언어 사용 현황 조사 결과 공개",https://www.codingworldnews.com/news/articleView.html?idxno=13556,코딩월드뉴스,2022-11-17
"카카오엔터 측 ""아이돌 연구소, 저작권 침해 책임 통감... 역바이럴 아냐""(공...",https://star.ytn.co.kr/_sn/0117_202211171143005538,YTN,2022-11-17
'재확산' 中 독감약 '사재기'...온라인 여론 통제 강화,https://science.ytn.co.kr/program/view.php?mcd=0082&hcd=&key=202211171104235035,YTN사이언스,2022-11-17
"공정위 조사 받은 카카오 ""경쟁사 아이돌 역바이럴? 사실 아냐""",https://www.spotvnews.co.kr/news/articleView.html?idxno=564294,스포티비뉴스,2022-11-17
전 애인이 몰래 훔쳐 쓰는 넷플릭스 아이디 '강제 로그아웃' 시킬 수 있는 기...,https://www.insight.co.kr/news/419193,인사이트,2022-11-17
"공정위, ‘경쟁사 아이돌 비방 의혹’ 카카오엔터 현장조사",https://www.chosun.com/economy/economy_general/2022/11/17/YVSDU2OMAZH4LOKUA46SPZXN2A/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2022-11-17
"[더벨][thebell interview]한화증권 ""그린에너지·탄소중립 기업 육성 앞장서...",http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202211141844132320105788,더벨,2022-11-17
"[아시아라운드업 11/17] 'G20 차기 의장국' 인도 ""정상회의, 세계 변화의 기폭...",http://kor.theasian.asia/archives/326034,아시아엔,2022-11-17
"경쟁사 아이돌 비방 의혹... 공정위, 카카오엔터 현장조사",http://www.thepowernews.co.kr/view.php?ud=2022111710452862716cf2d78c68_7,더파워,2022-11-17
"팔로알토, 지능적 탐지 회피 차단 기능 탑재 보안 OS 공개",http://www.datanet.co.kr/news/articleView.html?idxno=178415,데이터넷,2022-11-17
"“상습 성추행·폭언”…오메가엑스, 눈물로 밝힌 충격의 1년 [SW이슈]",http://www.sportsworldi.com/newsView/20221117506638,스포츠월드,2022-11-17
"공정위, '경쟁사 고의 비방 의혹' 카카오엔터 본격 조사",http://www.seouleconews.com/news/articleView.html?idxno=69277,서울이코노미뉴스,2022-11-17
"공정위, 카카오엔터 현장조사…'경쟁사 아이돌 비방' 의혹",https://www.news1.kr/articles/4867457,뉴스1,2022-11-17
"'경쟁사 아이돌 비방 의혹'...공정위, 카카오엔터 조사",http://www.newsfc.co.kr/news/articleView.html?idxno=55353,금융소비자뉴스,2022-11-17
"'아이돌 연구소' 카카오엔터 측 ""타사 아이돌 역바이럴? 사실 아냐"" [공식]",http://starin.edaily.co.kr/news/newspath.asp?newsid=01167686632526704,이데일리,2022-11-17
